genome_entry,VFPARIOC,125205
VFPARIOC,1,13.0,+,tufA,Genetic_information_processing
VFPARIOC,31,43.0,+,tufA,Genetic_information_processing
VFPARIOC,61,73.0,+,tufA,Genetic_information_processing
VFPARIOC,91,103.0,+,tufA,Genetic_information_processing
VFPARIOC,121,133.0,+,tufA,Genetic_information_processing
VFPARIOC,151,163.0,+,tufA,Genetic_information_processing
VFPARIOC,181,193.0,+,tufA,Genetic_information_processing
VFPARIOC,211,223.0,+,tufA,Genetic_information_processing
VFPARIOC,241,253.0,+,tufA,Genetic_information_processing
VFPARIOC,271,283.0,+,tufA,Genetic_information_processing
VFPARIOC,301,313.0,+,tufA,Genetic_information_processing
VFPARIOC,331,343.0,+,tufA,Genetic_information_processing
VFPARIOC,361,373.0,+,tufA,Genetic_information_processing
VFPARIOC,391,403.0,+,tufA,Genetic_information_processing
VFPARIOC,421,433.0,+,tufA,Genetic_information_processing
VFPARIOC,451,463.0,+,tufA,Genetic_information_processing
VFPARIOC,481,493.0,+,tufA,Genetic_information_processing
VFPARIOC,511,523.0,+,tufA,Genetic_information_processing
VFPARIOC,541,553.0,+,tufA,Genetic_information_processing
VFPARIOC,571,583.0,+,tufA,Genetic_information_processing
VFPARIOC,601,613.0,+,tufA,Genetic_information_processing
VFPARIOC,631,643.0,+,tufA,Genetic_information_processing
VFPARIOC,661,673.0,+,tufA,Genetic_information_processing
VFPARIOC,691,703.0,+,tufA,Genetic_information_processing
VFPARIOC,721,733.0,+,tufA,Genetic_information_processing
VFPARIOC,751,763.0,+,tufA,Genetic_information_processing
VFPARIOC,781,793.0,+,tufA,Genetic_information_processing
VFPARIOC,811,823.0,+,tufA,Genetic_information_processing
VFPARIOC,841,853.0,+,tufA,Genetic_information_processing
VFPARIOC,871,883.0,+,tufA,Genetic_information_processing
VFPARIOC,901,913.0,+,tufA,Genetic_information_processing
VFPARIOC,931,943.0,+,tufA,Genetic_information_processing
VFPARIOC,961,973.0,+,tufA,Genetic_information_processing
VFPARIOC,991,1003.0,+,tufA,Genetic_information_processing
VFPARIOC,1021,1033.0,+,tufA,Genetic_information_processing
VFPARIOC,1051,1063.0,+,tufA,Genetic_information_processing
VFPARIOC,1081,1093.0,+,tufA,Genetic_information_processing
VFPARIOC,1111,1123.0,+,tufA,Genetic_information_processing
VFPARIOC,1141,1153.0,+,tufA,Genetic_information_processing
VFPARIOC,1171,1183.0,+,tufA,Genetic_information_processing
VFPARIOC,1201,1223.0,+,NA,NA
VFPARIOC,1231,1253.0,+,NA,NA
VFPARIOC,1261,1690.0,+,rplK,Genetic_information_processing
VFPARIOC,1291,1720.0,+,rplK,Genetic_information_processing
VFPARIOC,1321,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1351,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1381,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1411,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1441,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1471,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1501,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1531,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1561,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1591,NA,NA,rplK,Genetic_information_processing
VFPARIOC,1621,NA,NA,rplA,Genetic_information_processing
VFPARIOC,1651,NA,NA,rplA,Genetic_information_processing
VFPARIOC,1681,15171.0,+,rplA,Genetic_information_processing
VFPARIOC,1711,15201.0,+,rplA,Genetic_information_processing
VFPARIOC,1741,1782.0,+,rplA,Genetic_information_processing
VFPARIOC,1771,1812.0,+,rplA,Genetic_information_processing
VFPARIOC,1801,134105.0,+,rplA,Genetic_information_processing
VFPARIOC,1831,134075.0,+,rplA,Genetic_information_processing
VFPARIOC,1861,NA,NA,rplA,Genetic_information_processing
VFPARIOC,1891,NA,NA,rplA,Genetic_information_processing
VFPARIOC,1921,NA,NA,rplA,Genetic_information_processing
VFPARIOC,1951,134159.0,+,rplA,Genetic_information_processing
VFPARIOC,1981,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2011,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2041,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2071,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2101,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2131,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2161,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2191,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2221,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2251,NA,NA,rplA,Genetic_information_processing
VFPARIOC,2281,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2311,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2341,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2371,123030.0,+,rplJ,Genetic_information_processing
VFPARIOC,2401,123000.0,+,rplJ,Genetic_information_processing
VFPARIOC,2431,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2461,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2491,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2521,122206.0,+,rplJ,Genetic_information_processing
VFPARIOC,2551,122176.0,+,rplJ,Genetic_information_processing
VFPARIOC,2581,17293.0,+,rplJ,Genetic_information_processing
VFPARIOC,2611,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2641,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2671,NA,NA,rplJ,Genetic_information_processing
VFPARIOC,2701,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2731,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2761,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2791,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2821,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2851,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2881,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2911,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2941,NA,NA,rplL,Genetic_information_processing
VFPARIOC,2971,NA,NA,rplL,Genetic_information_processing
VFPARIOC,3001,NA,NA,rplL,Genetic_information_processing
VFPARIOC,3031,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3061,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3091,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3121,17869.0,+,rpoB,Genetic_information_processing
VFPARIOC,3151,17899.0,+,rpoB,Genetic_information_processing
VFPARIOC,3181,3346.0,+,rpoB,Genetic_information_processing
VFPARIOC,3211,3376.0,+,rpoB,Genetic_information_processing
VFPARIOC,3241,3406.0,+,rpoB,Genetic_information_processing
VFPARIOC,3271,130037.0,+,rpoB,Genetic_information_processing
VFPARIOC,3301,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3331,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3361,NA,NA,rpoB,Genetic_information_processing
VFPARIOC,3391,3538.0,+,rpoB,Genetic_information_processing
VFPARIOC,3421,3568.0,+,rpoB,Genetic_information_processing
