genome_entry,SMDICPAN5,142648
SMDICPAN5,1,1.0,+,lipB,Metabolism
SMDICPAN5,31,31.0,+,lipB,Metabolism
SMDICPAN5,61,61.0,+,lipB,Metabolism
SMDICPAN5,91,91.0,+,lipB,Metabolism
SMDICPAN5,121,121.0,+,lipB,Metabolism
SMDICPAN5,151,151.0,+,lipB,Metabolism
SMDICPAN5,181,181.0,+,lipB,Metabolism
SMDICPAN5,211,211.0,+,lipB,Metabolism
SMDICPAN5,241,241.0,+,lipB,Metabolism
SMDICPAN5,271,271.0,+,lipB,Metabolism
SMDICPAN5,301,301.0,+,lipB,Metabolism
SMDICPAN5,331,331.0,+,lipB,Metabolism
SMDICPAN5,361,361.0,+,lipB,Metabolism
SMDICPAN5,391,391.0,+,lipB,Metabolism
SMDICPAN5,421,421.0,+,lipB,Metabolism
SMDICPAN5,451,451.0,+,lipB,Metabolism
SMDICPAN5,481,481.0,+,lipB,Metabolism
SMDICPAN5,511,511.0,+,lipB,Metabolism
SMDICPAN5,541,541.0,+,lipB,Metabolism
SMDICPAN5,571,571.0,+,lipB,Metabolism
SMDICPAN5,601,601.0,+,lipB,Metabolism
SMDICPAN5,631,631.0,+,lipB,Metabolism
SMDICPAN5,661,661.0,+,NA,NA
SMDICPAN5,691,691.0,+,valS,Genetic_information_processing
SMDICPAN5,721,721.0,+,valS,Genetic_information_processing
SMDICPAN5,751,751.0,+,valS,Genetic_information_processing
SMDICPAN5,781,781.0,+,valS,Genetic_information_processing
SMDICPAN5,811,811.0,+,valS,Genetic_information_processing
SMDICPAN5,841,841.0,+,valS,Genetic_information_processing
SMDICPAN5,871,871.0,+,valS,Genetic_information_processing
SMDICPAN5,901,901.0,+,valS,Genetic_information_processing
SMDICPAN5,931,931.0,+,valS,Genetic_information_processing
SMDICPAN5,961,961.0,+,valS,Genetic_information_processing
SMDICPAN5,991,991.0,+,valS,Genetic_information_processing
SMDICPAN5,1021,1021.0,+,valS,Genetic_information_processing
SMDICPAN5,1051,1051.0,+,valS,Genetic_information_processing
SMDICPAN5,1081,1081.0,+,valS,Genetic_information_processing
SMDICPAN5,1111,1111.0,+,valS,Genetic_information_processing
SMDICPAN5,1141,1141.0,+,valS,Genetic_information_processing
SMDICPAN5,1171,1171.0,+,valS,Genetic_information_processing
SMDICPAN5,1201,1201.0,+,valS,Genetic_information_processing
SMDICPAN5,1231,1231.0,+,valS,Genetic_information_processing
SMDICPAN5,1261,1261.0,+,valS,Genetic_information_processing
SMDICPAN5,1291,1291.0,+,valS,Genetic_information_processing
SMDICPAN5,1321,1321.0,+,valS,Genetic_information_processing
SMDICPAN5,1351,1351.0,+,valS,Genetic_information_processing
SMDICPAN5,1381,1381.0,+,valS,Genetic_information_processing
SMDICPAN5,1411,1411.0,+,valS,Genetic_information_processing
SMDICPAN5,1441,1441.0,+,valS,Genetic_information_processing
SMDICPAN5,1471,1471.0,+,valS,Genetic_information_processing
